feature,category,count,percent
NAME_CONTRACT_TYPE,Cash loans,747553,44.757917248927384
NAME_CONTRACT_TYPE,Consumer loans,729151,43.65614226679934
NAME_CONTRACT_TYPE,Revolving loans,193164,11.565224576012415
NAME_CONTRACT_TYPE,XNA,346,0.02071590826085759
WEEKDAY_APPR_PROCESS_START,TUESDAY,255118,15.27456960605048
WEEKDAY_APPR_PROCESS_START,WEDNESDAY,255010,15.268103368789868
WEEKDAY_APPR_PROCESS_START,MONDAY,253557,15.181108528607712
WEEKDAY_APPR_PROCESS_START,FRIDAY,252048,15.090760824660792
WEEKDAY_APPR_PROCESS_START,THURSDAY,249099,14.91419662390568
WEEKDAY_APPR_PROCESS_START,SATURDAY,240631,14.40719572461972
WEEKDAY_APPR_PROCESS_START,SUNDAY,164751,9.864065323365748
NAME_CASH_LOAN_PURPOSE,XAP,922661,55.242082751072616
NAME_CASH_LOAN_PURPOSE,XNA,677918,40.588691030011724
NAME_CASH_LOAN_PURPOSE,Repairs,23765,1.4228715601713313
NAME_CASH_LOAN_PURPOSE,Other,15608,0.9344910292932521
NAME_CASH_LOAN_PURPOSE,Urgent needs,8412,0.5036480355211967
NAME_CASH_LOAN_PURPOSE,Buying a used car,2888,0.17291197415421017
NAME_CASH_LOAN_PURPOSE,Building a house or an annex,2693,0.16123682354476732
NAME_CASH_LOAN_PURPOSE,Everyday expenses,2416,0.14465212242263564
NAME_CASH_LOAN_PURPOSE,Medicine,2174,0.13016296115348092
NAME_CASH_LOAN_PURPOSE,Payments on other loans,1931,0.11561392731709828
NAME_CASH_LOAN_PURPOSE,Education,1573,0.09417954824950575
NAME_CASH_LOAN_PURPOSE,Journey,1239,0.0741821107953831
NAME_CASH_LOAN_PURPOSE,Purchase of electronic equipment,1061,0.06352479382881475
NAME_CASH_LOAN_PURPOSE,Buying a new car,1012,0.060591038034647056
NAME_CASH_LOAN_PURPOSE,Wedding / gift / holiday,962,0.05759740967325145
NAME_CASH_LOAN_PURPOSE,Buying a home,865,0.05178977065214398
NAME_CASH_LOAN_PURPOSE,Car repairs,797,0.04771843608064595
NAME_CASH_LOAN_PURPOSE,Furniture,749,0.04484455285370617
NAME_CASH_LOAN_PURPOSE,Buying a holiday home / land,533,0.03191207833247716
NAME_CASH_LOAN_PURPOSE,Business development,426,0.02550571363909056
NAME_CASH_LOAN_PURPOSE,Gasification / water supply,300,0.017961770168373633
NAME_CASH_LOAN_PURPOSE,Buying a garage,136,0.008142669142996047
