feature,SK_ID_CURR,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
SK_ID_CURR,1.0,-0.0021084690181960766,-0.001129236446180263,-0.001820296177495117,-0.0003431612062434398,-0.00043291960830743847,-0.00023178792815828594,0.0008491290653992665,-0.0014998010139041678,0.0013662336541424823,-0.0009733896315420234,-0.00038436660445154483,0.0018183474904075539,0.002804358465132342,-0.0013365226354439801,-0.0004145971513831427,0.0028148030128441414,0.002753105893248153,0.00028078302042718566,-0.0028951291096386703,-0.001074657296468061,-0.0011375980580564423,0.00035029214268257104,-0.00028284407081716884,0.001097498372128957,0.0029030506158366142,-0.0018847551886425151,-0.0015823317896958699,6.716449303561449e-05,8.169710675125175e-05,0.002342064818221242,0.00022200290746980018,0.0015560976365506653,-0.0020696979485813312,0.001550904892576258,0.00589961814317516,-0.001462673601803565,0.004861794634884354,-0.0028791396821249934,0.0048513003866820035,0.003083200156183718,0.0014645209795616588,0.00311923694629178,0.0017701730992239456,-0.002574620663039167,0.0030417698212416946,0.00196144993129388,-0.001411029922363149,0.0018901567173315,0.005244721614853619,-0.0010581955750791593,0.005017249214490173,-0.002844118305974965,0.0043862078443831845,0.002081489618039942,0.0015480235869010672,0.0035890542570683756,0.0021564983039530513,-0.0019229786162672639,0.0019196973351114856,0.0019880526032478884,-0.0016468750883002101,0.0013663697570743451,0.005777437129150502,-0.0010362215727004684,0.005067035298669377,-0.002582654603769201,0.00458827947614986,0.002836949287401766,0.0016990917190736951,0.003272215448503352,0.002205425586430924,-0.0030196353172446204,0.002440394685135761,0.002288369424275866,-0.0014091171061369119,-8.185899919837343e-05,-0.001423306093899165,0.0011872523393366796,-0.000857996123933973,0.0006999595771854919,-0.0034112689215045683,-0.004138584572648188,-0.0010970083098854528,0.002121288261906606,-0.002694100658974431,0.001809200712434299,0.0015047117770160604,-0.0008146608160101893,-0.002012281584833727,-0.0010454148824402664,0.0008963395460444161,-0.0010771647938015714,0.0026037466229890597,-0.000723812657707626,0.0014498909259618635,0.0005090634618420533,0.00016724633114427445,0.001072695174701077,0.0002824706668544872,-0.0026724440148174276,-0.002192886822361863,0.0020988535656884517,0.00048545290250606043,0.0010250162123471907,0.004659167472090865
TARGET,-0.0021084690181960766,1.0,0.01918713359627062,-0.003981865601205793,-0.03036928646142988,-0.012816561515413605,-0.039645281169544896,-0.037227148542444743,0.07823930830982459,-0.04493166265773831,0.04197486283141728,0.05145717260705659,0.0376115642751661,0.0005343955790422479,0.04598221971659226,0.028524322363216906,0.00037012680234920295,-0.023806272330357217,-0.0017583834312544816,0.009307784396531512,0.058899014945713445,0.06089266756482329,-0.02416583143009371,0.005575944520908343,0.006941907545371869,0.002819479184159081,0.044395374805700945,0.05099446436812648,0.03251834110149831,-0.1553171260639496,-0.16047167160520875,-0.17891869762837048,-0.0294975646334316,-0.022745743190148507,-0.009727673268680202,-0.022149284063388727,-0.018549661629760343,-0.03419879367526856,-0.019172182012738025,-0.044003370532402865,-0.033613503251899074,-0.010884822678806584,-0.025030533291064243,-0.03299711746761117,-0.0031761075207260804,-0.013578069781984715,-0.02728387066775288,-0.01995228392431536,-0.009036447354301175,-0.02206820383485666,-0.016340337311304406,-0.03213117100499533,-0.017387422304882893,-0.04322626321381947,-0.03269782531047472,-0.010174103567660402,-0.023393245570197525,-0.03068461576564163,-0.0015565608459037154,-0.012710543748878284,-0.029183758876693472,-0.02208126137318984,-0.009993096559696444,-0.022325926477474216,-0.018572868907710774,-0.033862876768446605,-0.019024756327399944,-0.04376792104770143,-0.033394287191135595,-0.011255826639923302,-0.02462066360650495,-0.03273928440781497,-0.0027571486021083394,-0.013336719980273937,-0.032595546758941996,0.0091306657027761,0.03224757925304534,0.009022143630215059,0.031276472126435764,0.055218483513459246,0.005417144279619328,0.044346346851144976,-0.0026720821701620937,-0.00031577741664638075,-0.02860189397306156,-0.0015195031600879073,-0.00804038446605664,-0.004352408580842042,-0.0014138915975241474,-0.004229349652160023,-0.0007557507043578883,-0.01158322234141947,-0.009463821935576941,-0.006535657584094894,-0.011614671588293178,-0.0033775691474138337,-0.007952385099462259,-0.001357518324300817,0.00021539355797734155,0.003708625029306583,0.0009304246096946755,0.0027044013780418243,0.000787711748903683,-0.012462419228138606,-0.0020219274353457245,0.019929858569467208
CNT_CHILDREN,-0.001129236446180263,0.01918713359627062,1.0,0.012882077388633121,0.0021454434616763095,0.021373778110674785,-0.0018271677541368528,-0.02557283183421459,0.33093766811457903,-0.23981809199482684,0.18339528383577847,-0.02801942642847749,0.008493514622839059,0.0010414797350709725,0.24071352454147907,0.055629718171785754,-0.0007941922495251395,-0.029905728020754137,0.02261866002395915,0.879160640438957,0.02542294734863616,0.024781242664316153,-0.0072921619837574515,-0.013319271640125882,0.008184739915829771,0.014834806313946394,0.020071849530942477,0.07064988824355495,0.0699574996407986,-0.1384697242157068,-0.018014797209265354,-0.04271031229956344,-0.013222050417837368,-0.008463618711386102,0.0069024271483007675,0.030172159513457385,0.0001398981213782044,-0.007059888582729818,-0.008341243169818819,-0.009705012568526909,-0.008752537925298861,-0.0031213758127700483,-0.008647875429650757,-0.010116054680672483,0.0040507399342185465,2.821063471099132e-05,-0.01210484039369962,-0.008512992139379423,0.00619887560382884,0.029548590800103455,0.000440096588642944,-0.006396979253097565,-0.006880463923170696,-0.009550307784636027,-0.008043748475691724,-0.0022124623340105446,-0.007955105056250944,-0.009516602214087403,0.0040771457448914045,0.0002311768946707945,-0.012984704853080814,-0.008799365583681388,0.006401340281057644,0.030123724182508582,0.0006090892157959775,-0.006746787377320296,-0.008324516598051989,-0.009446951664120346,-0.008230782365702193,-0.0028199753315016995,-0.007961849849953156,-0.010067040576072082,0.004132920114288442,6.0891658516020925e-05,-0.008036936388869596,0.015592958906554679,-0.0012617340000335884,0.015231861733529299,-0.0018610749063569653,-0.005865159246001337,0.001785811929366579,0.05683727539460971,-0.0037091973674381095,-0.016736705892276136,-0.1570237517737458,-0.0014976308406310845,0.05169663822663316,-0.0019972329687601587,-0.0027555232569196563,-0.005317703162045484,0.00029294347036405537,0.00394468907287984,-0.0054593845058518164,0.003608959357679933,0.010662336370680687,0.000772754556443028,0.004030511092761979,0.0008641042502740993,0.0009879355688808056,-0.0024502680013358735,-0.0004095572204327583,-0.0003656188171685339,-0.0024360280707744915,-0.010807738776425326,-0.00783578343242947,-0.04154972786658498
AMT_INCOME_TOTAL,-0.001820296177495117,-0.003981865601205793,0.012882077388633121,1.0,0.15687027185193833,0.1916574280369556,0.15961006441433137,0.07479570273649291,0.027260872582891265,-0.06422339973255638,0.027805420137442072,0.008506241272101821,-0.11727333838872092,0.00032547661542525367,0.06399447570117704,-0.017193012451738498,-0.008289503069300225,0.00015894584813773178,0.0383779651546073,0.01634158882203752,-0.08546518870124148,-0.09173452901591887,0.036458999000026686,0.03119119197867701,0.06234045174372762,0.05805866939200197,0.0035738426434533217,0.00643083566741071,0.008285198766186594,0.026232369958295133,0.0609246360903318,-0.030229052894077974,0.034500539922718676,0.017302767065719492,0.005658100139353143,0.04233383429894163,0.08961600862591187,0.045052784286004344,0.005394406146904429,0.06017113775930053,0.1398596624346833,-0.0015982337834937067,0.10691968990806003,0.039975668589588884,0.029519782343408556,0.07460416624731019,0.029994239220045547,0.01282129556853147,0.005283823572000076,0.03729943673287635,0.07562459184117723,0.04103182214435939,0.0020270077326204846,0.05767546264463839,0.13180004564162703,-0.003673821451838904,0.09299096524476957,0.03491464797447923,0.025019645455878606,0.06177807374513058,0.03379773150908061,0.01638130556956124,0.0056388054298486135,0.04200406429632525,0.08791783050885997,0.044159697954912196,0.004786965235629656,0.059681992497375755,0.138488982518648,-0.0018916082634949803,0.10491414469645242,0.03926141564445782,0.02809764545607594,0.07084448773196661,0.041984660451636,-0.01309859455495713,-0.013243810984115246,-0.013015437482671614,-0.013134677812783518,-0.018585118336519286,-0.0009998464362538562,-0.016751321052224436,0.0005286447134582477,0.0015071437727929785,-0.04587766056333438,0.003824723174980332,0.0724506466184512,0.018389031409166742,0.00029007226410954657,0.0023147605514693224,0.002540367562569666,0.02274691182294012,0.020707732225108952,0.010792649672358825,0.007268595468318094,0.0022304778271239932,0.0031298799343393996,0.0024081886121259453,0.0002419814691028518,-0.0005888428475396449,0.0007092101936042427,0.0029439935789655224,0.0023872901872556205,0.02469984762514934,0.004859353398273629,0.011689707516127712
AMT_CREDIT,-0.0003431612062434398,-0.03036928646142988,0.0021454434616763095,0.15687027185193833,1.0,0.7701380033118846,0.9869683054221499,0.09973787576226525,-0.055435947014526914,-0.06683834093092285,0.009621325617373186,-0.006574774427158053,-0.0941907192570196,0.0014355729924164652,0.06551859365513514,-0.02108459932914788,0.023652845693369496,0.026212789103157837,0.01663191235219601,0.06315981300414288,-0.10177638603518252,-0.11091525790094504,0.05273764467839028,0.024009863420361842,0.0519288890437707,0.05260898463510636,-0.02688639203217221,-0.018856162160153244,8.081559967034789e-05,0.16842889977324188,0.13122793587324588,0.04351625546730791,0.06043922582711183,0.03922616454895763,0.006248757791298259,0.035874699109263004,0.04953654103383213,0.08063501985507338,0.014929275958488543,0.10329576974789154,0.07883228907177042,0.006217970472558329,0.058788012950911565,0.07214592307116495,0.014362257440574736,0.037884524864310654,0.05307204666917785,0.031212687499085116,0.004803849937521007,0.03347769090588944,0.04234141331656377,0.07473989060992876,0.00936122350157549,0.10041808945378944,0.07548461793785861,0.0025321179875028724,0.05120766109472926,0.06414173974808354,0.011106103032482299,0.03239040703696554,0.05868221353891728,0.03728099335515099,0.0057650940163719525,0.035589199461384814,0.048565434588068127,0.0790943825984962,0.01369207433913861,0.10277029009650475,0.07837505102056623,0.0054149717900572394,0.057057848872705486,0.07085961905209286,0.013401681912092568,0.03582943133253708,0.07281803102925866,0.00018955131512405068,-0.02122944036468715,0.00023856508904492434,-0.0237669849084974,-0.07370111227659072,0.008905095292884089,0.09636501231135529,0.0006302630686693284,-0.01175641418051268,-0.0467166888945039,-0.00403972698101071,0.08281930091584822,0.022602178970474725,-0.0031001540811628025,0.02898564195854255,0.00385674687438133,0.052428873979214766,0.048828421582430455,0.032251962851956355,0.061925372673528496,0.011743351419305421,0.03432909908409534,0.021081610105609033,0.031023062059498986,-0.016148280699586046,-0.003905918367056464,0.004237703562043917,-0.0012748106379534875,0.054451451253393256,0.015925231396336375,-0.04844773906169011
AMT_ANNUITY,-0.00043291960830743847,-0.012816561515413605,0.021373778110674785,0.1916574280369556,0.7701380033118846,1.0,0.7751092733120319,0.11842909461887131,0.009445469651011238,-0.10433185890127951,0.03851424653577814,0.011268052124728256,-0.09705743994241808,0.00014900522524809894,0.10353316696911898,-0.024803349334046668,0.02234969191902581,0.01080185711358759,0.07170926323186416,0.07553928202600528,-0.12852458061076216,-0.14168177498382536,0.052269429774716616,0.04129898234507629,0.07942049731902151,0.07455036709279701,-0.006213613722255748,0.0008962793186617866,0.010084187257129796,0.11939838192649718,0.12580400336482975,0.030751815701395718,0.07621258728309475,0.0445071086953738,0.013298098923871555,0.03419534672770594,0.057628223074683765,0.10143934470144339,0.014745338760389843,0.13017364867352585,0.09981240288195523,0.008610729941868891,0.07529265342476438,0.0896591299332226,0.021306489035179933,0.04959269200272572,0.0664008335001283,0.034443437237645945,0.012554732113358112,0.030931891920168153,0.049073704462184266,0.09313110316529424,0.00736217285153452,0.12630159675645652,0.09445748117406436,0.0036210352196120415,0.06560556398863931,0.0794256566944775,0.016753676899564002,0.04141770216016035,0.07398706348951517,0.042451733626860826,0.012939838442851157,0.033712593906708284,0.05686514842017333,0.09955853554894961,0.013276090465456941,0.12917901013902675,0.09864180413196226,0.007710756228461561,0.07304935477072032,0.0881342885542784,0.020472853539593123,0.04700866294425253,0.09041455742142541,-0.011986637645352304,-0.022833229342777723,-0.01173051628430724,-0.02400075277009299,-0.06374688627106792,0.0033973715158429935,0.1028432658409,0.001108963234655212,-0.006655300280228277,-0.07389718402009304,-0.0022725453072030676,0.13058378135886772,0.03369143981132196,-0.0033688351526618737,-0.003667917865474806,0.0008471482159087677,0.025115163685229213,0.03685624113379195,0.016124772170481038,0.007198071263314852,0.0031912933551056324,-0.009744583823443023,0.004573015594145987,0.011717680884756982,-0.017598058584695857,0.0038612480256781235,0.0021853339907652682,0.013880508717052669,0.03914807348048992,0.01012353437236831,-0.011320022060820514
AMT_GOODS_PRICE,-0.00023178792815828594,-0.039645281169544896,-0.0018271677541368528,0.15961006441433137,0.9869683054221499,0.7751092733120319,1.0,0.10351970775243372,-0.053442309108482966,-0.06484199002980114,0.011564978109693836,-0.009266807603700716,-0.10373327067926735,0.001398566866603063,0.06348667777016345,0.001086035733335283,0.02070562651625662,0.0421794637057798,0.01704756112594514,0.061185443322916214,-0.10378629719917573,-0.11220837279490015,0.06232044046744616,0.026110961777659897,0.053171094962699235,0.0528640999635686,-0.027211552117098928,-0.02033291672106445,-0.001308621686107207,0.17550221516071146,0.13936679918458464,0.04771683576538008,0.0649176731871244,0.04398153596880113,0.007244762302717795,0.04193650059592958,0.05050662911420378,0.08373557763835936,0.018763568507556425,0.10851245659063684,0.0814109069932183,0.013296527996443926,0.061849531532267056,0.07730695126833122,0.015424331421223536,0.04191171831861852,0.0575226813085587,0.035811016250695764,0.00579880507431631,0.039409845599330424,0.043085937904792225,0.07797751677459808,0.013334787702469014,0.10553211951254822,0.07776952559024129,0.009378915175234663,0.053812761571270094,0.069324255785405,0.011866152266523064,0.036402999045634044,0.06318678041430369,0.0419804778149856,0.0068386774887098725,0.04158345498588381,0.04951912527927968,0.08226581079738575,0.017585258190584707,0.10793596953745811,0.08086275136249599,0.012550261314790458,0.060103548644339005,0.07602760680276786,0.014380913391776341,0.03987394569264619,0.07752689957859184,0.00032812239528831545,-0.022243515046597558,0.00034716627869213473,-0.024506039551521353,-0.07631285538788403,0.010773515392919627,0.07489969416612048,0.0011131155825619768,-0.005201144060347368,-0.05023245205925579,0.00020217255750245043,0.08048230066042222,0.022573645977084056,-0.0021339328502925315,0.03512405174705378,0.004066672076878546,0.052357508146180586,0.04874925976850039,0.03293207078949238,0.058304825325321934,0.012138724921895588,0.032747978093495375,0.02027882331443566,0.03163964425706245,-0.01448635288439553,-0.0032365517821405032,0.004676873000402703,-0.0010066986354309866,0.05642235889919714,0.016432485090105392,-0.05099841698824402
REGION_POPULATION_RELATIVE,0.0008491290653992665,-0.037227148542444743,-0.02557283183421459,0.07479570273649291,0.09973787576226525,0.11842909461887131,0.10351970775243372,1.0,-0.02958227661857735,-0.003979792364621045,-0.053819644026811275,-0.003993374813585334,-0.08142905441603543,0.0013331431440261503,0.004044637683556556,-0.01562757850369292,-0.01247790977629272,0.09093853017237508,0.04001215227824397,-0.024208892184277526,-0.5328765312383351,-0.5315354521931355,0.17128518497578116,0.002117931108286451,0.05694393315052826,0.08101571013538728,-0.050499384768361424,-0.044057287500235735,-0.0151878165200531,0.09999729317840482,0.19892416782177605,-0.0060011345111757345,0.20594208943789258,0.0984233728966569,-0.006682612869553121,-0.05656551357680466,0.164805515569547,0.28068507238580276,0.036840054353504036,0.32265151425952027,0.29434946448093813,-0.05115988843452707,0.19445226223783446,0.21349113228921718,0.02429327770736836,0.07481561161228481,0.17502863195441312,0.06577913286111726,-0.006837244041937858,-0.06377901601337346,0.13093089543426234,0.2515392711933239,0.01598336417887288,0.30399202755537136,0.27565569519419636,-0.06055819287446897,0.1631559019066904,0.1809315213058562,0.016536290251925465,0.049695498214801764,0.20138042524915625,0.09407531372842552,-0.006710688695094735,-0.05779280632894269,0.16027500934893688,0.27439040230460376,0.03362827981689651,0.31831898445080226,0.290743949236136,-0.05254728736915166,0.18923862063941865,0.20934719910277283,0.021873162667053938,0.06606026841534468,0.20214518912556656,-0.011159677205472316,0.006328861384831281,-0.01063808918054482,0.002403551729515085,-0.0440132108118029,-0.0030399264920481306,-0.08464358438025069,0.008102300833588183,0.01603236188605863,0.0007278645828224951,0.002436132748038862,0.08852337245551418,0.03843380170913588,0.0019918278724826675,0.02463201779259066,-0.0004036383335417877,0.03118560586154741,0.032201518401339835,0.009446255645613817,0.006313020655553351,0.0074141374379311014,0.01336705520955064,0.002363603400932572,-4.486098298816189e-05,0.003436735222178078,-0.002224751508521218,0.0013992000061661084,-0.0021486429724360927,0.0786065508377742,-0.0012794972605495007,0.001003324211938229
DAYS_BIRTH,-0.0014998010139041678,0.07823930830982459,0.33093766811457903,0.027260872582891265,-0.055435947014526914,0.009445469651011238,-0.053442309108482966,-0.02958227661857735,1.0,-0.6158641964711599,0.33191208228535374,0.27269066247826196,0.005761036099896536,-0.0030839024250066027,0.6198876962023361,0.17245687043407576,-0.014984502449433834,-0.04240175830852612,0.08820832481070412,0.27889358510974316,0.009360649568895124,0.00807348681572152,0.09106434828554431,0.06548578596110158,0.09581876809289111,0.0695672827954759,0.18038217310572763,0.2424013295511267,0.15888208965251965,-0.6006099739503155,-0.0919958701538689,-0.20547760299779239,0.004778884906027614,-0.00439976156423514,0.0007438888864936401,0.02662320015669223,0.008363543355273157,-0.0014475045880769078,-0.01028122881152851,0.0016336364970036413,0.001538070805527708,0.0030134088655325926,0.011183704231826713,-0.0003335435117605777,0.0022286122652409156,0.0057123964607997835,0.004959203664129878,-0.004319096539365978,0.0007138803619159055,0.025843703123977126,0.00964933111040273,-0.0008887736857381887,-0.009374170681190041,0.001293783798538619,0.0009273567732939482,0.0037998331214861127,0.01174324421353079,-2.0272573019403935e-05,0.003025094926470936,0.005537910605773043,0.005091884599297392,-0.004344780622740278,0.0007872644677302089,0.026843970202745752,0.009176532707238986,-0.001298522830711187,-0.009875943583521283,0.0017905399651138765,0.0017352489986293069,0.003340581119900554,0.011794138484914932,9.95381347375916e-05,0.0021504857768700034,0.006323172610828559,0.0013294772868294453,0.007425425133370454,0.00020553818151151476,0.007022625689556202,0.0019248907406525782,0.08293907155033917,-0.0011914977363837295,0.10966647676599221,-0.002789310834825805,0.01677449882629175,-0.40716019308993434,0.0014694381268017284,0.11324322911654469,0.018212799464760027,-0.00016806175708387224,0.044715758644366756,0.00023609089573889882,0.02633252368297579,0.03073317819070502,0.012952553300900687,0.024044463477669403,0.007876572334315123,0.044498216773040576,0.00361396381289734,0.009015006411932269,0.02728173224159049,0.005285234199864411,0.0022548404351109505,-0.0013356866617305514,0.0013716932949324307,-0.01179947551209152,-0.07198273412528357
DAYS_EMPLOYED,0.0013662336541424823,-0.04493166265773831,-0.23981809199482684,-0.06422339973255638,-0.06683834093092285,-0.10433185890127951,-0.06484199002980114,-0.003979792364621045,-0.6158641964711599,1.0,-0.21024178494202903,-0.27237803882742684,0.028830494865075697,0.0008183064067710917,-0.999755011444388,-0.23397192797046112,0.01274520192423755,0.015291070264423076,-0.06211197562089506,-0.2335493971587974,0.03275027635114745,0.03462381811611561,-0.09113797970955985,-0.0358034118738081,-0.10715034518888834,-0.09553857424800462,-0.09051615755765861,-0.2545590786393098,-0.21810123108946008,0.2898477970950637,-0.020767102465620767,0.11343447510097937,-0.01635863106317797,-0.0013820444554827587,0.008629088061856683,-0.005829978176150014,-0.012527953543203301,-0.009791562921693473,0.004017699999444906,-0.015969566174841257,-0.01589365847047833,-0.009608764204889967,-0.02019214699174223,-0.012438099389086518,-0.0046795617284458415,-0.012857852139974068,-0.014632412730433786,-0.00024291101847138824,0.008637064317658956,-0.005052786871602172,-0.013040879586608054,-0.008802081896734792,0.004942900443302111,-0.015063694000859277,-0.015407343281732646,-0.008757680260219787,-0.019579333236897454,-0.010847087600641517,-0.004860701037069798,-0.011725710760803556,-0.016238976316792535,-0.0015353292906806267,0.00840452684062645,-0.006161263737199479,-0.013008423632442595,-0.00981702571762098,0.00413797948303329,-0.01605081569154624,-0.016326732013504566,-0.009626510410702638,-0.02035431728610492,-0.012630532543788214,-0.004664518283179128,-0.012975401256058788,-0.015126199701399766,0.005734168078288316,0.016717158671443754,0.005887636111516419,0.01421123611035452,0.02303239023124411,-0.0030904726256128297,-0.2490815046784403,0.00043714169239525175,-0.02004085805774161,0.597484437373503,-0.002221480333875445,-0.1215711947203146,-0.023833603951104596,-0.00043909050783663044,-0.028914880025236202,-0.0012254523554329248,-0.025778407232510164,-0.02338347774253109,-0.014285269564657437,-0.0429048279487101,-0.00718745502238983,-0.040395787092210686,-0.010039719001252653,-0.010135444347887722,-0.00839586424585139,-0.004735340222142172,0.00047239066590550006,0.003072097400063001,-0.034456812096115993,0.015344694141719224,0.04998796274724715
